Do you think Heads Up Display is useful?,Why do you think it is useful or why you don't like it?,Which features you have in your current vehicle(s)?,"Where would you prefer the projector to be?
A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,
B: The projector and the screen are integrated and seat at the top of the dashboard.","If there is a HUD device that also includes the top 4 features you selected above, what is your maximum acceptable price? (Price in USD, before tax)","If you would purchase the product from the previous question, would you rather:",one-part-machine vs add-on,"If you want new features on your car, what would you do?","Some features may need extra wiring throughout the car, how much extra would you like to pay to make them wireless.","If the product were priced according to your expectations and can be purchased through your desired channel,  how likely would you be to purchase the Heads UP Display (HUD)?",What is the model and year of your car?,Which city do you live in?,Which of the following best describes where you live?,What is your gender?,May I have your age range?,What is your field of occupation?,"If you don't mind, what is your annual income range?","How long do you spend on driving every day, pre-COVID-19?",A,B,C,D,E,F,G,H,I,J,Heads Up Display,Dashcam,Backup Camera,360° Backup Camera,Forward Collision Warning System,Voice Recognition,CarPlay/Android Auto,Blind Spot Check,Steering Wheel Controller,"No, I have no interest",Amazon/eBay,Canadian Tire,Costco,Bestbuy,Walmart/Target,Mr. Lube,Others(Q9),I use my car for routine transportation,I use my car to pick up/drop off my kid(s),"I like to drive around and explore new areas (e.g., restaurants)",I often use my car to go on road trips,My car is for professional use (I drive Uber or Lyft),Others(Q19)
Yes,I think it is more useful in a performance car where RPM’s are prominent on the windshield or a vehicle that includes directions. Just too keep drivers focused on the road mostly.,"""Built-in Navigation"",""Heads Up Display"",""Dashcam"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,$ 75 - $ 100 USD,None,2017 Chevrolet Camaro,Jacksonville Florida,I live in a suburb area,Male,20 - 25 years old,Car Sales,"$60,000 to $79,999",30 minutes - 59 minutes per day,10,0,0,0,0,10,0,30,0,50,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Yes,Currently my 2018 Santa Fe Sport will digitally show me my speed and the next direction (when on a set route) within the center of my driver's display (where speedometer and gas indication is) which is pretty visible. A HUD like that in the picture above would be more useful as I would not have to take my eyes off the road - and see through would be great as I would not be blocked by anything within my forward view.,"""Built-in Navigation"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and visit car body shop to install it,$ 75 - $ 100 USD,None,2018 Santa Fe Sport,"Scottsdale, AZ",I live in a suburb area,Male,31 - 35 years old,Information Techonology,"$60,000 to $79,999",30 minutes - 59 minutes per day,10,10,0,0,60,0,10,0,10,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0
No,Obstructs view,"""Built-in Navigation"",""Dashcam"",""Backup Camera"",""Voice Recognition"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it","Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will buy a new car with the features I want,I don't care about wiring,None,2013 F150,Louisville,I live in a suburb area,Male,26 -  30 years old,"Science, Technology, Engineering and Mathematics","$60,000 to $79,999",30 minutes - 59 minutes per day,0,0,25,25,0,0,0,25,0,25,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
Maybe,It keeps your eyes on the road more than having to even look down for a second. But on the downside depending on how it is built it would be very costly to replace the windshiled,"""Heads Up Display"",""Voice Recognition"",""CarPlay/Android Auto"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I don't care about wiring,None,2016,Calgary,I live in a suburb area,Male,20 - 25 years old,Information Techonology,"$40,000 to $59,999",30 minutes - 59 minutes per day,0,0,30,0,0,20,0,20,30,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
Yes,Is capable of providing more information in the event of a vehicle throwing a code or having an issue while driving; also provides a digital readout of some vehicle functions which is more accurate,"""Heads Up Display"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 50 - $ 74 USD,None,2020 Toyota Corolla,Cincinnati,I live in a suburb area,Female,younger than 20 years old,Student,Prefer not to say,30 minutes - 59 minutes per day,0,0,0,30,0,30,0,0,20,20,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0
No,"I don’t think that it is useful, as vehicles already have a display in the gauge cluster that informs the driver of everything.","""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it",Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2019 Toyota Camry,Miami,I live in a suburb area,Male,20 - 25 years old,"Marketing, Sales and Service","$20,000 to $39,999",Longer than 2 hours per day,0,0,25,25,0,0,25,25,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Yes,"When driving, you can keep looking straight out the windshield and the HUD is still in your line of sight and info can be read by the driver without looking down - as long as it isn't too cluttered or trying to present too much information at once, I think it is useful.","""Built-in Navigation"",""Backup Camera"",""Voice Recognition"",""CarPlay/Android Auto"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,Less than USD $ 100,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2017 Ford Focus Titanium Sedan,Buffalo,I live in a suburb area,Male,younger than 20 years old,Student,Prefer not to say,1 hour - 2 hours per day,40,20,0,20,0,0,0,0,0,20,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Yes,It gives me information where I am already looking instead of needing to look down.,"""Built-in Navigation"",""Heads Up Display"",""Backup Camera"",""Forward Collision Warning System"",""CarPlay/Android Auto"",""Blind Spot Check""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 50 - $ 74 USD,None,2016 Ford Explorer,Boston MA,I live in a suburb area,Male,20 - 25 years old,Student,Prefer not to say,30 minutes - 59 minutes per day,15,30,0,40,0,0,0,15,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Yes,It puts everything you want to see directly in your line of sight.,"""Built-in Navigation"",""Backup Camera"",""360° Backup Camera"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 400 - USD $ 499,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 75 - $ 100 USD,None,2017 Ford Explorer,Calgary AB,I live in a suburb area,Male,20 - 25 years old,Business Management and Administration,"$60,000 to $79,999",1 hour - 2 hours per day,20,0,0,50,0,0,0,10,20,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0
Yes,"no need to move my eyes down, not blocking my view as is also transparent","""Built-in Navigation"",""Dashcam"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,None,None,I can buy aftermarket product and install it all by myself,Under $ 25 USD,None,2016 Explorer,Birmingham,I live in a suburb area,Male,31 - 35 years old,Information Techonology,"$80,000 to $99,999",30 minutes - 59 minutes per day,10,15,5,20,5,20,1,1,13,10,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0
Yes,no need to take your eyes off the road to look at your speedometer,"""Built-in Navigation"",""Dashcam"",""Backup Camera"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and visit car body shop to install it,$ 25 - $ 49 USD,None,lexus 2006,burnaby,I live in a suburb area,Male,31 - 35 years old,Information Techonology,"Over $100,000",Less than 30 minutes per day,4,0,38,52,0,0,0,0,4,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0
Yes,I don’t have to take my eyes off the road,"""Built-in Navigation"",""Heads Up Display"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I have all features on my current car,I don't care about wiring,None,2020 Hyundai Sonata,92374,I live in a suburb area,Male,Older than 60 years old,Manufacturing,"$80,000 to $99,999",30 minutes - 59 minutes per day,0,0,25,25,0,25,0,0,25,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Yes,None,"""Dashcam""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2009 Pontiac G3,Halifax,I live in a suburb area,Male,20 - 25 years old,Information Techonology,"$40,000 to $59,999",Less than 30 minutes per day,10,5,80,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
Yes,Keeps the driver's eyes on the road and presents important information to the driver easily.,"""Built-in Navigation"",""Dashcam"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and visit car body shop to install it,$ 75 - $ 100 USD,None,2020 Ford Explorer Limited,Edmonton,I live in a suburb area,Male,36 - 40 years old,Information Techonology,Prefer not to say,30 minutes - 59 minutes per day,30,50,0,0,0,10,0,0,10,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0
Yes,I only have to shift my eyes for information instead of moving my head down,"""Backup Camera""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 300 - USD $ 399,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 25 - $ 49 USD,None,2019 Hyundai Elantra,None,I live in a downtown area,Female,20 - 25 years old,"Law, Public Safety, Corrections and Security",Prefer not to say,30 minutes - 59 minutes per day,59,0,0,0,0,4,0,19,15,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0
Yes,"I find it can give you relevant and timely information in some cases, but in others it could be distracting and dangerous.",None,B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will buy a new car with the features I want,I'm fine if it is not messy,None,None,Toronto,I live in a downtown area,Female,26 -  30 years old,"Science, Technology, Engineering and Mathematics","$40,000 to $59,999",Less than 30 minutes per day,0,40,0,30,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Yes,easy to see while still keeping eyes above the dash,"""CarPlay/Android Auto""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,$ 25 - $ 49 USD,None,GMC sierra 2011,Halifax,I live in a downtown area,Male,26 -  30 years old,Student,"Less than $20,000",30 minutes - 59 minutes per day,20,0,0,20,0,0,0,50,10,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
Yes,Being able to see speed/nav without taking my eyes off the road is awesome,"""Built-in Navigation"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""Blind Spot Check"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2015 ford explorer,None,I live in a suburb area,Male,20 - 25 years old,"Science, Technology, Engineering and Mathematics","$40,000 to $59,999",30 minutes - 59 minutes per day,30,50,0,0,0,0,0,15,0,5,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0
Yes,"You can see your speed, etc while keeping your eyes on the road","""Built-in Navigation"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will buy a new car with the features I want,$ 25 - $ 49 USD,None,2020 Hyundai Santa fe,None,I live in a rural area,Male,36 - 40 years old,"Marketing, Sales and Service","$40,000 to $59,999",Less than 30 minutes per day,40,0,0,40,0,0,0,5,15,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0
No,A momentary glance at the instrument panel feels less distracting than a bunch of graphics and information obstructing an otherwise clear windshield.,"""Built-in Navigation"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2009 Corolla,Abbotsford/Vancouver,I live in a suburb area,Male,20 - 25 years old,Student,"Less than $20,000",1 hour - 2 hours per day,0,0,0,35,30,0,0,15,20,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
Yes,"I can show it off to friends 
It helps keeps my eyes closer to the road 
My eyes don’t need to adjust to the cluster then back to the road","""Built-in Navigation"",""Dashcam"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 50 - $ 74 USD,None,2002 Lexus GS430,"Portland, OR",I live in a suburb area,Male,20 - 25 years old,"Science, Technology, Engineering and Mathematics","$40,000 to $59,999",Less than 30 minutes per day,30,0,30,10,0,0,0,0,0,30,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
Yes,The same reasons it's useful for aircraft. It keeps useful information in direct line of sight.,"""Built-in Navigation"",""Backup Camera"",""Voice Recognition"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 300 - USD $ 399,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,2013 Ford F150,"St. Catharines, ON",I live in a suburb area,Male,26 -  30 years old,Information Techonology,"$80,000 to $99,999",1 hour - 2 hours per day,30,50,0,0,15,0,0,0,0,5,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0
Maybe,None,None,B: The projector and the screen are integrated and seat at the top of the dashboard.,None,None,None,I will buy a new car with the features I want,$ 25 - $ 49 USD,None,2003,Ottawa,I live in a suburb area,Male,younger than 20 years old,Student,"Less than $20,000",Less than 30 minutes per day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
No,"I feel HUDs are more distracting than they are helpful. Whether you’re glancing down at gauges or looking at a HUD, either way you’re still taking your attention off the road.  At least with standard gauges, the information is out of the way rather than being right in front of you all the time.","""Built-in Navigation"",""Backup Camera"",""CarPlay/Android Auto"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it",None,None,I will buy a new car with the features I want,None,None,2019 Ford Escape SE,Charlotte,I live in a suburb area,Female,31 - 35 years old,Architecture and Construction,"$40,000 to $59,999",30 minutes - 59 minutes per day,0,0,0,10,0,10,0,0,50,30,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
Maybe,May be distracting. I don't particularly see a benefit over a traditional dashboard,"""Dashcam""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,"I don't want any new features, cars should be kept simple",I'm fine if it is not messy,None,2015 FR-S,Toronto,I live in a suburb area,Male,None,None,None,1 hour - 2 hours per day,0,0,25,25,0,0,0,25,25,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0
No,"The hud is too small, more of a gimmick then something you can actually use. Looks cool though!",None,A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,"No, I wouldn't buy it",None,None,I will buy a new car with the features I want,I'm fine if it is not messy,None,1991 Toyota 4runner,"Blanchard, OK",I live in a rural area,Male,younger than 20 years old,Student,"Less than $20,000",30 minutes - 59 minutes per day,0,0,15,0,50,15,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Maybe,Not sure if it is helpful or actually distracting,"""Built-in Navigation"",""Dashcam"",""Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",A: The projector locates behind the rearview mirror and is projecting onto a screen on top of the dashboard,USD $ 500 - USD $ 599,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,Above $ 100 USD,None,2020 Subaru Outback,None,I live in a suburb area,Female,26 -  30 years old,Stay at home parent,"$80,000 to $99,999",1 hour - 2 hours per day,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
Yes,If it can share even a portion of the data that requires further analysis beyond what’s on a typical dashboard it would be incredibles,None,B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,I'm fine if it is not messy,None,Lexus RX 300 - 2000,Halifax,I live in a downtown area,Male,20 - 25 years old,Student,"$40,000 to $59,999",Less than 30 minutes per day,45,0,10,0,0,0,0,0,30,15,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0
Yes,"Don’t have to look away from where you’re driving, maybe it’ll keep people more focused on the road. Also pretty cool","""Built-in Navigation"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,I don't care about wiring,None,"Audi TT, 2014",Toronto,I live in a suburb area,Female,20 - 25 years old,Student,"Less than $20,000",30 minutes - 59 minutes per day,0,0,44,0,22,0,0,0,22,11,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0
Maybe,I feel like it would be better than having to glance away to look at the gps on my phone but i would wonder if it’s harder to see in certain conditions,"""Backup Camera"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I will try to get and install new features as add-ons from dealerships,$ 25 - $ 49 USD,None,Nissan Micra 2016,Guelph,I live in a suburb area,Female,31 - 35 years old,Animal Care,"$20,000 to $39,999",30 minutes - 59 minutes per day,20,0,20,0,50,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
No,"Dashboard does the same job, but would be easier to read in different light levels.
It would need to be a different brightness depending on the light level in front of the car.
Could be useful on older cars without a navigation display in the dashboard, if sold as a module you could install yourself. But at that point, it's just a fancy GPS display.
With regulatory approvals and no problems with visibility in different lighting conditions, could even replace a traditional dashboard, perhaps in expensive novelty cars.

As someone who has never had the opportunity to drive in a car less than 10 years old, it seems like an unnecessary and vain expense. But I understand that I am not the target market here.",None,B: The projector and the screen are integrated and seat at the top of the dashboard.,"No, I wouldn't buy it",None,None,"I don't want any new features, cars should be kept simple",I'm fine if it is not messy,None,1999 toyota camry lol,halifax ns,I live in a suburb area,Male,20 - 25 years old,Student,"Less than $20,000",Less than 30 minutes per day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Yes,"You don’t have to look down at the speedometer, keeping your eyes on the road. Invoking a safer drive.","""Built-in Navigation"",""Heads Up Display"",""Dashcam"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 400 - USD $ 499,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I have all features on my current car,$ 75 - $ 100 USD,None,2018 BMW M550i xDrive,Vancouver,I live in a suburb area,Male,26 -  30 years old,None,Prefer not to say,Longer than 2 hours per day,0,0,20,0,20,40,0,20,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
No,"There are enough systems like this already in my car (phone stand, or my sister's car has an entire display,) something like this would just crowd my line of sight more. I don't see the point when I already have the same information within my view with very little effort","""Backup Camera""",B: The projector and the screen are integrated and seat at the top of the dashboard.,"No, I wouldn't buy it",Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I can buy aftermarket product and install it all by myself,Under $ 25 USD,None,2003,"Lakebay, WA",I live in a rural area,Female,20 - 25 years old,Student,"Less than $20,000",1 hour - 2 hours per day,0,0,50,20,0,0,0,15,0,15,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
No,You’re questionnaire is fucking stupid,"""Built-in Navigation"",""Heads Up Display"",""Dashcam"",""Backup Camera"",""360° Backup Camera"",""Forward Collision Warning System"",""Voice Recognition"",""CarPlay/Android Auto"",""Blind Spot Check"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,"No, I wouldn't buy it","Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,I can buy aftermarket product and install it all by myself,Under $ 25 USD,None,Mazda 2,Halifax,I’m right behind you,Prefer not to say,56 - 60 years old,"Law, Public Safety, Corrections and Security","Less than $20,000",Longer than 2 hours per day,1,1,1,97,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
Yes,Don't have to take your eyes off the road,"""Built-in Navigation"",""Dashcam"",""Backup Camera"",""Voice Recognition"",""Steering Wheel Controller""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,I'm fine if it is not messy,None,2016 Kia soul,None,I live in a suburb area,Male,31 - 35 years old,Mechanic,"Over $100,000",30 minutes - 59 minutes per day,0,0,0,20,0,40,0,20,20,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
Yes,Important info is clearly displayed so that you don’t have to look away from the road,"""Heads Up Display"",""Backup Camera"",""Voice Recognition"",""CarPlay/Android Auto""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 25 - $ 49 USD,None,"Chevrolet Camaro SS, 2012",Bryan,I live in a suburb area,Male,26 -  30 years old,Student,"Over $100,000",30 minutes - 59 minutes per day,0,40,0,30,0,15,0,0,0,15,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Yes,Can see data without leaving sight of road,"""Built-in Navigation"",""360° Backup Camera"",""CarPlay/Android Auto""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 75 - $ 100 USD,None,2017 Ford Escaoe,Halifax,I live in a downtown area,Male,Older than 60 years old,Student,"$60,000 to $79,999",30 minutes - 59 minutes per day,0,40,0,30,0,0,0,0,15,15,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
Yes,Can see data without leaving sight of road,"""Built-in Navigation"",""360° Backup Camera"",""CarPlay/Android Auto""",B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 200 - USD $ 299,Buying a slightly costly all-in-one product that may contain most of the features you want. (Probably also includes a few features you don't want),1,I will buy a new car with the features I want,$ 75 - $ 100 USD,None,2017 Ford Escaoe,Halifax,I live in a downtown area,Male,Older than 60 years old,Student,"$60,000 to $79,999",30 minutes - 59 minutes per day,0,40,0,30,0,0,0,0,15,15,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
No,i would find it distracting,None,B: The projector and the screen are integrated and seat at the top of the dashboard.,USD $ 100 - USD $ 199,"Buying a base machine (HUD only) with a lower price, with only 1-2 features. Then purchase additional hardware as add-ons that can be attached to the base machine",0,"I don't want any new features, cars should be kept simple",$ 25 - $ 49 USD,None,2007 Pontiac,Smiths Falls,I live in a rural area,Female,20 - 25 years old,Student,"Less than $20,000",30 minutes - 59 minutes per day,0,0,0,10,0,20,0,40,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
